,date,region,trigger,depth,width
3651,5/2/2015,Salt Lake,Natural,2',50'
3652,5/1/2015,Salt Lake,Natural,3.5',100'
3653,4/27/2015,Salt Lake,Natural,,
3654,4/26/2015,Salt Lake,Skier,"4""",35'
3655,4/15/2015,Salt Lake,Skier,"12""",25'
3656,4/15/2015,Salt Lake,Skier,"16""",70'
3657,4/15/2015,Salt Lake,Skier,,50'
3658,4/2/2015,Salt Lake,Natural,,
3659,3/29/2015,Salt Lake,Natural,3',100'
3660,3/25/2015,Salt Lake,Skier,"12""",50'
3661,3/25/2015,Uintas,Natural,2',100'
3662,3/24/2015,Salt Lake,Skier,"7""",50'
3663,3/24/2015,Salt Lake,Skier,"8""",40'
3664,3/20/2015,Logan,Unknown,,100'
3665,3/17/2015,Salt Lake,Natural,,
3666,3/16/2015,Salt Lake,Skier,2',40'
3667,3/15/2015,Salt Lake,Skier,,
3668,3/14/2015,Ogden,Unknown,,
3669,3/12/2015,Skyline,Snowmobiler,2',200'
3670,3/11/2015,Skyline,Snowmobiler,2.5',150'
3671,3/11/2015,Skyline,Snowmobiler,2.5',200'
3672,3/9/2015,Uintas,Skier,2',15'
3673,3/9/2015,Logan,Natural,,
3674,3/8/2015,Skyline,Snowmobiler,2',90'
3675,3/8/2015,Salt Lake,Skier,"12""",30'
3676,3/8/2015,Logan,Skier,"12""",70'
3677,3/7/2015,Skyline,Snowmobiler,2.5',100'
3678,3/7/2015,Skyline,Snowmobiler,2.5',200'
3679,3/7/2015,Skyline,Snowmobiler,2',
3680,3/7/2015,Uintas,Natural,,150'
3681,3/7/2015,Uintas,Snowmobiler,2.5',150'
3682,3/6/2015,Salt Lake,Skier,"12""",40'
3683,3/6/2015,Provo,Skier,"20""",200'
3684,3/5/2015,Salt Lake,Skier,2',50'
3685,3/5/2015,Salt Lake,Skier,2',50'
3686,3/5/2015,Salt Lake,Skier,2',150'
3687,3/5/2015,Logan,Snowmobiler,"16""",50'
3688,3/5/2015,,Natural,3',800'
3689,3/5/2015,Salt Lake,Skier,2',40'
3690,3/4/2015,Salt Lake,Skier,"12""",20'
3691,3/4/2015,Salt Lake,Skier,2',50'
3692,3/4/2015,Salt Lake,Skier,2',
3693,3/4/2015,Skyline,Skier,2.5',250'
3694,3/4/2015,Salt Lake,Natural,3.5',200'
3695,3/4/2015,Salt Lake,Skier,2.5',25'
3696,3/4/2015,Salt Lake,Skier,"18""",200'
3697,3/4/2015,Provo,Skier,"20""",100'
3698,3/4/2015,Ogden,Snowboarder,2.5',70'
3699,3/4/2015,Salt Lake,Skier,2',200'
3700,3/4/2015,Salt Lake,Skier,2',80'
3701,3/4/2015,Salt Lake,Skier,2',80'
3702,3/4/2015,Salt Lake,Skier,2',
3703,3/4/2015,Salt Lake,Snowboarder,2',150'
3704,3/4/2015,Salt Lake,Skier,2',
3705,3/4/2015,Salt Lake,Skier,"8""",30'
3706,3/4/2015,Salt Lake,Skier,3',100'
3707,3/4/2015,Skyline,Snowmobiler,3',150'
3708,3/3/2015,Skyline,Natural,2',50'
3709,3/3/2015,Skyline,Snowmobiler,"20""",80'
3710,3/3/2015,Skyline,Natural,2.5',400'
3711,3/3/2015,Skyline,Natural,2',300'
3712,3/3/2015,Provo,Skier,2',100'
3713,3/3/2015,Salt Lake,Natural,2.5',100'
3714,3/3/2015,Skyline,Natural,2',50'
3715,3/3/2015,Salt Lake,Natural,"13""",60'
3716,3/3/2015,Salt Lake,Natural,3',100'
3717,3/3/2015,Salt Lake,Skier,2',150'
3718,3/3/2015,Salt Lake,Natural,2.5',50'
3719,3/3/2015,Salt Lake,Natural,"3""","1,500'"
3720,3/3/2015,Salt Lake,Natural,3',100'
3721,3/3/2015,Logan,Natural,"10""",70'
3722,3/3/2015,Salt Lake,Natural,3.5',125'
3723,3/3/2015,Salt Lake,Natural,"12""",100'
3724,3/3/2015,Salt Lake,Natural,,35'
3725,3/2/2015,Salt Lake,Natural,,
3726,3/2/2015,Skyline,Natural,"14""",350'
3727,3/1/2015,Salt Lake,Skier,,
3728,3/1/2015,Salt Lake,Skier,,
3729,2/28/2015,Salt Lake,Skier,"12""",100'
3730,2/28/2015,Salt Lake,Skier,"6""",200'
3731,2/28/2015,Salt Lake,Snowboarder,"18""",40'
3732,2/28/2015,Uintas,Snowboarder,"15""",70'
3733,2/28/2015,Salt Lake,Skier,"8""",80'
3734,2/23/2015,Salt Lake,Skier,"8""",30'
3735,2/22/2015,Salt Lake,Skier,"12""",50'
3736,2/22/2015,Salt Lake,Skier,,150'
3737,2/21/2015,Ogden,Natural,"2""",10'
3738,2/21/2015,Salt Lake,Skier,"18""",100'
3739,2/12/2015,Uintas,Skier,2',150'
3740,2/10/2015,Uintas,Skier,2.5',70'
3741,2/7/2015,Salt Lake,Snowboarder,,10'
3742,2/7/2015,Uintas,Snowmobiler,2.5',200'
3743,2/7/2015,Logan,Natural,2',250'
3744,2/6/2015,Logan,Natural,2',100'
3745,2/5/2015,Salt Lake,Skier,"6""",50'
3746,2/5/2015,Salt Lake,Snowboarder,,
3747,2/5/2015,Salt Lake,Skier,"4""",5'
3748,2/5/2015,Logan,Snowmobiler,2.5',250'
3749,2/5/2015,Logan,Snowmobiler,2',
3750,2/5/2015,Logan,Snowmobiler,2.5',200'
3751,2/5/2015,Uintas,Skier,"18""",250'
3752,2/5/2015,Logan,Snowmobiler,2.5',300'
3753,2/4/2015,Logan,Unknown,2',"1,500'"
3754,2/4/2015,Salt Lake,Unknown,"12""",30'
3755,2/4/2015,Salt Lake,Natural,,
3756,2/4/2015,Logan,Snowmobiler,2',150'
3757,2/4/2015,Logan,Unknown,2',
3758,2/4/2015,Salt Lake,Skier,"12""",10'
3759,2/4/2015,Logan,Snowmobiler,2',200'
3760,1/28/2015,Salt Lake,Natural,,
3761,1/26/2015,Salt Lake,Natural,"6""",60'
3762,1/25/2015,Salt Lake,Snowboarder,"6""",50'
3763,1/25/2015,Salt Lake,Skier,,
3764,1/24/2015,Salt Lake,Skier,"6""",
3765,1/24/2015,Salt Lake,Skier,"2""",5'
3766,1/22/2015,Skyline,Snowmobiler,2.5',150'
3767,1/19/2015,Salt Lake,Skier,"14""",25'
3768,1/17/2015,Salt Lake,Skier,"14""",200'
3769,1/17/2015,Salt Lake,Skier,"8""",50'
3770,1/17/2015,Logan,Snowmobiler,"8""",100'
3771,1/17/2015,Salt Lake,Skier,"12""",50'
3772,1/17/2015,Salt Lake,Natural,,60'
3773,1/17/2015,Uintas,Snowmobiler,,
3774,1/17/2015,Moab,Skier,4',70'
3775,1/16/2015,Logan,Natural,2',450'
3776,1/16/2015,Salt Lake,Skier,"10""",50'
3777,1/16/2015,Salt Lake,Skier,"18""",50'
3778,1/15/2015,Salt Lake,Natural,"18""",80'
3779,1/15/2015,Provo,Natural,"11""",30'
3780,1/15/2015,Provo,Skier,"12""",30'
3781,1/14/2015,Logan,Natural,"6""",40'
3782,1/14/2015,Logan,Natural,"6""",30'
3783,1/14/2015,Salt Lake,Unknown,,
3784,1/14/2015,Uintas,Snowmobiler,"14""",100'
3785,1/14/2015,Salt Lake,Natural,3',200'
3786,1/14/2015,Uintas,,2',100'
3787,1/14/2015,Salt Lake,Natural,2',150'
3788,1/14/2015,Salt Lake,Skier,"10""",40'
3789,1/13/2015,Salt Lake,Skier,"5""",30'
3790,1/13/2015,Salt Lake,Skier,"12""",60'
3791,1/13/2015,Provo,Natural,,
3792,1/12/2015,Provo,Natural,"16""",
3793,1/12/2015,Salt Lake,Unknown,,30'
3794,1/12/2015,Moab,Natural,2',125'
3795,1/12/2015,Salt Lake,Skier,"16""",50'
3796,1/12/2015,Moab,Natural,2.5',250'
3797,1/12/2015,Moab,Natural,"2""",70'
3798,1/12/2015,Moab,,2',200'
3799,1/12/2015,Moab,,2',200'
3800,1/8/2015,Salt Lake,Natural,,50'
3801,1/7/2015,Salt Lake,Natural,"12""",70'
3802,1/7/2015,Logan,Natural,,
3803,1/6/2015,Salt Lake,Natural,,
3804,1/6/2015,Logan,Natural,"6""",20'
3805,1/6/2015,Salt Lake,Skier,2',300'
3806,1/5/2015,Salt Lake,Natural,,100'
3807,1/5/2015,Ogden,Natural,2',
3808,1/5/2015,Logan,Natural,"12""",100'
3809,1/4/2015,Salt Lake,Skier,2',200'
3810,1/4/2015,Uintas,Natural,"18""",80'
3811,1/3/2015,Salt Lake,Unknown,"3""",125'
3812,1/2/2015,Ogden,Unknown,,200'
3813,1/1/2015,Uintas,Snowmobiler,4',"1,000'"
3814,1/1/2015,,Natural,2.5',"1,000'"
3815,12/31/2014,Skyline,Snowmobiler,2',50'
3816,12/31/2014,Moab,Natural,4',50'
3817,12/31/2014,Moab,Unknown,3',70'
3818,12/30/2014,Skyline,Natural,"2""",100'
3819,12/29/2014,Salt Lake,Skier,3',250'
3820,12/28/2014,Logan,Natural,"12""",50'
3821,12/27/2014,Salt Lake,Skier,3',100'
3822,12/26/2014,Salt Lake,Skier,2.5',300'
3823,12/26/2014,Salt Lake,Skier,2.5',300'
3824,12/25/2014,Salt Lake,Unknown,,200'
3825,12/25/2014,Provo,,,
3826,12/25/2014,Salt Lake,Natural,,
3827,12/24/2014,Logan,Snowmobiler,3',200'
3828,12/24/2014,Salt Lake,Skier,2',100'
3829,12/23/2014,Uintas,Snowmobiler,8',300'
3830,12/23/2014,Salt Lake,Snowmobiler,,
3831,12/23/2014,Uintas,Snowmobiler,6',200'
3832,12/22/2014,Salt Lake,Natural,"16""",125'
3833,12/22/2014,Salt Lake,Natural,"14""",200'
3834,12/22/2014,Salt Lake,Unknown,"20""",200'
3835,12/22/2014,Provo,Natural,2',"1,000'"
3836,12/22/2014,Uintas,Natural,"10""",150'
3837,12/22/2014,Uintas,Natural,,
3838,12/22/2014,Salt Lake,Skier,2',40'
3839,12/22/2014,Logan,Natural,,
3840,12/22/2014,Salt Lake,Skier,"12""","1,500'"
3841,12/22/2014,Salt Lake,Skier,"22""",
3842,12/22/2014,Ogden,Natural,3',250'
3843,12/22/2014,Salt Lake,Snowmobiler,,
3844,12/22/2014,Uintas,Snowmobiler,"18""",150'
3845,12/22/2014,Salt Lake,Natural,"18""",250'
3846,12/21/2014,Salt Lake,Snowboarder,"10""",80'
3847,12/21/2014,Salt Lake,Natural,,
3848,12/21/2014,Salt Lake,Skier,"12""",50'
3849,12/21/2014,Salt Lake,Natural,2',200'
3850,12/21/2014,Salt Lake,Natural,"12""",60'
3851,12/21/2014,Salt Lake,Natural,"12""",80'
3852,12/21/2014,Salt Lake,Natural,"7""",50'
3853,12/21/2014,Skyline,Natural,3',500'
3854,12/21/2014,Skyline,Natural,2',400'
3855,12/19/2014,Salt Lake,Skier,"10""",20'
3856,12/16/2014,Uintas,Natural,,
3857,12/15/2014,Salt Lake,Skier,"6""",20'
3858,12/12/2014,Logan,Skier,"6""",45'
3859,12/11/2014,Salt Lake,Skier,"14""",50'
3860,11/29/2014,Salt Lake,Snowboarder,2.5',50'
3861,11/27/2014,Salt Lake,Skier,2',50'
3862,11/26/2014,Salt Lake,Skier,6',150'
3863,11/26/2014,Salt Lake,Natural,3',60'
3864,11/26/2014,Salt Lake,Skier,2.5',900'
3865,11/26/2014,Salt Lake,Skier,,
3866,11/26/2014,Salt Lake,Skier,2',
3867,11/26/2014,Salt Lake,Unknown,,
3868,11/24/2014,Salt Lake,Skier,2.5',200'
3869,11/23/2014,Salt Lake,Skier,3',500'
3870,11/23/2014,Salt Lake,Skier,2.5',
3871,11/23/2014,Salt Lake,Skier,"18""",
3872,11/23/2014,Salt Lake,,"20""",500'
3873,11/23/2014,Salt Lake,Skier,"18""",700'
3874,11/23/2014,Skyline,Natural,2',45'
3875,11/23/2014,Salt Lake,Skier,"18""",800'
3876,11/23/2014,Salt Lake,Skier,"18""",200'
3877,11/23/2014,Salt Lake,Skier,,200'
3878,11/23/2014,Salt Lake,Skier,"2""",150'
3879,11/23/2014,Salt Lake,Skier,3',70'
3880,11/23/2014,Salt Lake,Snowboarder,"18""",200'
3881,11/18/2014,Salt Lake,Natural,"18""",100'
3882,11/15/2014,Salt Lake,Natural,"10""",800'
3883,11/15/2014,Salt Lake,Natural,"14""",250'
3884,11/15/2014,Salt Lake,Natural,"16""",400'
3885,11/15/2014,Salt Lake,Natural,,
3886,11/15/2014,Uintas,Skier,"18""",25'
3887,11/15/2014,Salt Lake,Skier,"18""",200'
3888,11/15/2014,Salt Lake,Natural,"18""",50'
3889,11/15/2014,Salt Lake,Natural,"12""",20'
3890,11/15/2014,Salt Lake,Skier,"18""",50'
3891,11/15/2014,Salt Lake,Skier,,
3892,11/15/2014,Salt Lake,Skier,"12""",60'
3893,11/15/2014,Salt Lake,Skier,"12""",350'
3894,5/27/2014,Salt Lake,,4',300'
3895,5/19/2014,Salt Lake,Natural,6',300'
3896,5/18/2014,Salt Lake,Natural,4',300'
3897,5/2/2014,Salt Lake,Natural,,
3898,4/29/2014,Salt Lake,Skier,"8""",175'
3899,4/29/2014,Salt Lake,Skier,"12""",40'
3900,4/28/2014,Salt Lake,,"15""",50'
3901,4/28/2014,Salt Lake,Skier,"6""",50'
3902,4/28/2014,Salt Lake,Unknown,"18""",50'
3903,4/28/2014,Salt Lake,Skier,"18""",250'
3904,4/28/2014,Salt Lake,Skier,"15""",60'
3905,4/28/2014,Salt Lake,Skier,"15""",150'
3906,4/28/2014,Salt Lake,Skier,"14""",40'
3907,4/28/2014,Salt Lake,Skier,"14""",400'
3908,4/27/2014,Salt Lake,Skier,,100'
3909,4/27/2014,Logan,Snowboarder,"8""",100'
3910,4/27/2014,Salt Lake,Unknown,3',100'
3911,4/27/2014,Salt Lake,Skier,"8""",100'
3912,4/27/2014,Salt Lake,Skier,,
3913,4/26/2014,Logan,Natural,"12""",50'
3914,4/12/2014,Salt Lake,Natural,"18""",300'
3915,4/11/2014,Salt Lake,Natural,,
3916,4/11/2014,Provo,Natural,3',70'
3917,4/11/2014,Salt Lake,Natural,3',50'
3918,4/11/2014,Provo,Natural,"12""",40'
3919,4/11/2014,Salt Lake,Natural,2',900'
3920,4/11/2014,Salt Lake,Natural,,
3921,4/11/2014,Ogden,Natural,,300'
3922,4/11/2014,Logan,Natural,2',150'
3923,4/10/2014,Salt Lake,Natural,,
3924,4/10/2014,Provo,Natural,,
3925,4/10/2014,Logan,Natural,,300'
3926,4/10/2014,Logan,Natural,"12""",500'
3927,4/9/2014,Salt Lake,,,
3928,4/7/2014,Salt Lake,,,
3929,4/7/2014,Salt Lake,Skier,"8""",30'
3930,4/7/2014,Logan,Snowboarder,"4""",50'
3931,4/7/2014,Salt Lake,Natural,,
3932,4/7/2014,Provo,Natural,,
3933,4/7/2014,Salt Lake,Skier,"16""",40'
3934,4/7/2014,Salt Lake,,"10""",100'
3935,4/6/2014,Logan,Natural,"6""",60'
3936,4/4/2014,Provo,Skier,"6""",
3937,4/2/2014,Uintas,Skier,2',100'
3938,4/2/2014,Salt Lake,Skier,"18""",70'
3939,4/2/2014,Ogden,Snowboarder,"9""",150'
3940,4/1/2014,Provo,Natural,"12""",
3941,4/1/2014,Salt Lake,Skier,"12""",100'
3942,4/1/2014,Salt Lake,Skier,"6""",30'
3943,4/1/2014,Salt Lake,Skier,"8""",30'
3944,4/1/2014,Salt Lake,Skier,"12""",200'
3945,4/1/2014,Salt Lake,Skier,"12""",80'
3946,3/31/2014,Salt Lake,Skier,"12""",100'
3947,3/31/2014,Salt Lake,Natural,"10""",100'
3948,3/29/2014,Salt Lake,Skier,,
3949,3/29/2014,Salt Lake,Natural,,50'
3950,3/29/2014,Salt Lake,Skier,"18""",40'
3951,3/29/2014,Provo,Skier,"8""",125'
3952,3/29/2014,Salt Lake,,"8""",10'
3953,3/29/2014,Provo,,,
3954,3/29/2014,Salt Lake,Skier,"12""",60'
3955,3/28/2014,Logan,Natural,"14""",100'
3956,3/28/2014,Logan,Natural,"14""",500'
3957,3/28/2014,Salt Lake,Skier,"22""",50'
3958,3/28/2014,Salt Lake,Natural,,50'
3959,3/28/2014,Logan,Natural,"16""",100'
3960,3/28/2014,Salt Lake,Skier,"18""",45'
3961,3/27/2014,Salt Lake,Natural,"14""",200'
3962,3/27/2014,Salt Lake,Snowboarder,"10""",200'
3963,3/27/2014,Salt Lake,Skier,"12""",50'
3964,3/27/2014,Salt Lake,Skier,"8""",50'
3965,3/27/2014,Salt Lake,Skier,"16""",60'
3966,3/27/2014,Salt Lake,Skier,"10""",50'
3967,3/27/2014,Salt Lake,Skier,"15""",100'
3968,3/27/2014,Logan,Skier,,250'
3969,3/27/2014,Salt Lake,Snowboarder,"10""",20'
3970,3/27/2014,Salt Lake,Natural,"10""",175'
3971,3/15/2014,Salt Lake,Skier,"8""",60'
3972,3/12/2014,Logan,Snowboarder,"10""",10'
3973,3/12/2014,Salt Lake,Skier,"4""",40'
3974,3/12/2014,Salt Lake,Skier,,
3975,3/12/2014,Salt Lake,Skier,"6""",20'
3976,3/12/2014,Salt Lake,Natural,,
3977,3/12/2014,Salt Lake,Skier,,200'
3978,3/11/2014,Salt Lake,Natural,,500'
3979,3/8/2014,Salt Lake,Natural,4',45'
3980,3/8/2014,Salt Lake,Skier,"6""",40'
3981,3/8/2014,Logan,Snowboarder,"6""",50'
3982,3/8/2014,Logan,Natural,,
3983,3/8/2014,Skyline,Snowmobiler,,
3984,3/7/2014,Uintas,Snowmobiler,4',200'
3985,3/7/2014,Provo,Skier,3',100'
3986,3/4/2014,Salt Lake,Skier,"10""",15'
3987,3/2/2014,Uintas,Skier,3',200'
3988,3/1/2014,Salt Lake,Natural,,
3989,3/1/2014,Uintas,Natural,3',150'
3990,3/1/2014,Salt Lake,Natural,6',"1,000'"
3991,3/1/2014,Logan,Natural,4',"1,500'"
3992,3/1/2014,Moab,Natural,4',800'
3993,3/1/2014,Salt Lake,Skier,"14""",80'
3994,3/1/2014,Moab,Natural,"18""",50'
3995,3/1/2014,Provo,Natural,6',600'
3996,3/1/2014,Salt Lake,Natural,3.5',200'
3997,3/1/2014,Salt Lake,Natural,6',"1,000'"
3998,3/1/2014,Salt Lake,Natural,,150'
3999,3/1/2014,Uintas,Natural,10',"2,500'"
4000,3/1/2014,Logan,Skier,3',250'
4001,3/1/2014,Uintas,Natural,3',250'
4002,3/1/2014,Salt Lake,Skier,"16""",150'
4003,3/1/2014,Salt Lake,Unknown,,
4004,3/1/2014,Salt Lake,,,
4005,2/28/2014,Salt Lake,Skier,"8""",40'
4006,2/28/2014,Salt Lake,Skier,"12""",100'
4007,2/28/2014,Salt Lake,Natural,,
4008,2/28/2014,Salt Lake,Snowboarder,"12""",50'
4009,2/28/2014,Salt Lake,Snowboarder,"14""",350'
4010,2/28/2014,Salt Lake,Skier,"12""",80'
4011,2/28/2014,Salt Lake,Snowboarder,"14""",150'
4012,2/28/2014,Salt Lake,,,
4013,2/28/2014,Salt Lake,Snowboarder,,100'
4014,2/28/2014,Salt Lake,Unknown,"12""",100'
4015,2/28/2014,Salt Lake,Skier,"10""",30'
4016,2/28/2014,Salt Lake,Natural,"15""",40'
4017,2/27/2014,Salt Lake,Skier,"4""",100'
4018,2/26/2014,Salt Lake,Natural,4',
4019,2/25/2014,Salt Lake,Natural,2.5',50'
4020,2/25/2014,Uintas,Natural,4',250'
4021,2/24/2014,Logan,Natural,"18""",80'
4022,2/24/2014,Provo,Unknown,,
4023,2/24/2014,Provo,,,
4024,2/23/2014,Uintas,Snowmobiler,3',200'
4025,2/22/2014,Uintas,Natural,12',250'
4026,2/21/2014,Uintas,Skier,3',500'
4027,2/21/2014,Salt Lake,Unknown,4.5',175'
4028,2/21/2014,Skyline,Snowmobiler,3.5',500'
4029,2/19/2014,Salt Lake,Unknown,2',350'
4030,2/19/2014,Provo,Unknown,"16""",80'
4031,2/18/2014,Salt Lake,,5',
4032,2/18/2014,Uintas,Natural,12',700'
4033,2/18/2014,Salt Lake,Natural,4',"1,000'"
4034,2/17/2014,Uintas,Natural,3',125'
4035,2/17/2014,Ogden,Natural,,"3,500'"
4036,2/17/2014,Uintas,Unknown,4',300'
4037,2/16/2014,Uintas,Natural,4',500'
4038,2/16/2014,Salt Lake,Natural,3',200'
4039,2/16/2014,Provo,Natural,,
4040,2/16/2014,,,,
4041,2/16/2014,Salt Lake,Natural,3',250'
4042,2/16/2014,Provo,Natural,3',30'
4043,2/16/2014,Logan,Natural,,
4044,2/16/2014,Provo,Natural,4',200'
4045,2/16/2014,Uintas,Natural,6',"1,500'"
4046,2/15/2014,Salt Lake,Snowboarder,4',200'
4047,2/15/2014,Logan,Unknown,,
4048,2/15/2014,Logan,Natural,3',
4049,2/15/2014,Salt Lake,Natural,2',50'
4050,2/15/2014,Salt Lake,Snowboarder,4',200'
4051,2/15/2014,Logan,Unknown,,
4052,2/15/2014,Logan,Natural,3',
4053,2/15/2014,Salt Lake,Natural,2',50'
4054,2/15/2014,Logan,Natural,"17""",100'
4055,2/15/2014,Salt Lake,Skier,4',400'
4056,2/15/2014,Skyline,Snowmobiler,5',"1,500'"
4057,2/15/2014,Logan,Unknown,2.5',400'
4058,2/15/2014,Logan,Unknown,4',400'
4059,2/15/2014,Logan,Natural,3.5',
4060,2/15/2014,Salt Lake,,"8""",100'
4061,2/15/2014,Logan,Natural,3',
4062,2/15/2014,Logan,Natural,2.5',
4063,2/15/2014,Logan,,,
4064,2/15/2014,Uintas,Explosive,7',700'
4065,2/14/2014,Salt Lake,,,
4066,2/14/2014,Salt Lake,Natural,"6""",300'
4067,2/14/2014,Salt Lake,Unknown,5',
4068,2/14/2014,Salt Lake,Natural,6',"1,000'"
4069,2/14/2014,Provo,Natural,2',800'
4070,2/14/2014,Salt Lake,Natural,4',
4071,2/14/2014,Salt Lake,Unknown,,
4072,2/14/2014,Salt Lake,Natural,5',200'
4073,2/14/2014,Salt Lake,Natural,,
4074,2/14/2014,Provo,Natural,3',300'
4075,2/14/2014,Salt Lake,,,
4076,2/14/2014,Salt Lake,Natural,4',40'
4077,2/14/2014,Salt Lake,Natural,3.5',150'
4078,2/14/2014,Salt Lake,,,
4079,2/14/2014,Salt Lake,Snowboarder,3',40'
4080,2/13/2014,Provo,Snowmobiler,"12""",100'
4081,2/13/2014,Skyline,Natural,2',50'
4082,2/13/2014,Logan,Natural,4.5',
4083,2/13/2014,Logan,Natural,,
4084,2/13/2014,Logan,,,
4085,2/13/2014,Provo,Natural,,200'
4086,2/13/2014,Salt Lake,Unknown,,
4087,2/13/2014,Uintas,Natural,10',500'
4088,2/13/2014,Ogden,Natural,3',70'
4089,2/13/2014,Salt Lake,Natural,2',200'
4090,2/13/2014,Provo,Natural,,250'
4091,2/12/2014,Salt Lake,Skier,3',35'
4092,2/12/2014,Southwest,Snowmobiler,,
4093,2/11/2014,Salt Lake,Natural,,500'
4094,2/11/2014,Salt Lake,Skier,,80'
4095,2/11/2014,Salt Lake,Natural,"12""",100'
4096,2/11/2014,Salt Lake,Snowboarder,4',60'
4097,2/11/2014,Skyline,Snowmobiler,2',100'
4098,2/11/2014,Logan,Snowmobiler,"12""",80'
4099,2/11/2014,Salt Lake,Snowmobiler,4',90'
4100,2/11/2014,Salt Lake,Skier,4',300'
4101,2/11/2014,Salt Lake,Snowboarder,"12""",
4102,2/11/2014,Uintas,Natural,4',175'
4103,2/11/2014,Salt Lake,Natural,,500'
4104,2/11/2014,Salt Lake,Skier,,80'
4105,2/11/2014,Salt Lake,Natural,"12""",100'
4106,2/11/2014,Salt Lake,Snowboarder,4',60'
4107,2/10/2014,Salt Lake,Skier,6',"1,000'"
4108,2/10/2014,Salt Lake,Skier,"12""",60'
4109,2/10/2014,Skyline,Unknown,,
4110,2/10/2014,Skyline,,,
4111,2/10/2014,Salt Lake,Unknown,,
4112,2/10/2014,Uintas,Natural,3',250'
4113,2/10/2014,Skyline,Natural,3',"2,500'"
4114,2/10/2014,Logan,Natural,2',
4115,2/10/2014,Skyline,Natural,4',500'
4116,2/10/2014,Provo,Natural,,
4117,2/10/2014,Uintas,Natural,3',250'
4118,2/10/2014,Moab,Natural,3',100'
4119,2/10/2014,Uintas,Natural,4',300'
4120,2/10/2014,Salt Lake,Snowboarder,"6""",30'
4121,2/9/2014,Salt Lake,Skier,2',50'
4122,2/9/2014,Skyline,Natural,,
4123,2/9/2014,Ogden,Unknown,4',100'
4124,2/9/2014,Skyline,Natural,,
4125,2/9/2014,Ogden,Natural,,300'
4126,2/9/2014,Skyline,Natural,,
4127,2/9/2014,Salt Lake,Natural,"2""",25'
4128,2/9/2014,Skyline,Natural,,
4129,2/9/2014,Salt Lake,,,
4130,2/9/2014,Provo,Natural,,
4131,2/9/2014,Skyline,Natural,,
4132,2/9/2014,Salt Lake,,,
4133,2/9/2014,Skyline,Snowmobiler,4',300'
4134,2/9/2014,Skyline,Natural,,
4135,2/9/2014,Salt Lake,,,
4136,2/9/2014,Salt Lake,Skier,2',80'
4137,2/9/2014,Ogden,Natural,,"1,500'"
4138,2/9/2014,Salt Lake,Unknown,,
4139,2/9/2014,Skyline,Natural,,
4140,2/9/2014,Logan,Natural,,
4141,2/9/2014,Abajos,Natural,3',600'
4142,2/9/2014,Ogden,Natural,,500'
4143,2/9/2014,Provo,Natural,6',800'
4144,2/9/2014,Ogden,Skier,3',
4145,2/9/2014,Salt Lake,Natural,"16""",150'
4146,2/9/2014,Ogden,Natural,,
4147,2/9/2014,Ogden,Natural,,
4148,2/9/2014,Salt Lake,,5',
4149,2/9/2014,Ogden,Natural,,
4150,2/9/2014,Logan,Natural,,
4151,2/9/2014,Skyline,Natural,,
4152,2/9/2014,Logan,Natural,,200'
4153,2/9/2014,Ogden,Natural,,
4154,2/8/2014,Salt Lake,Skier,2',350'
4155,2/8/2014,Salt Lake,Natural,,500'
4156,2/8/2014,Provo,Snowshoer,"18""",250'
4157,2/8/2014,Salt Lake,Snowmobiler,3',300'
4158,2/8/2014,Salt Lake,Natural,,
4159,2/8/2014,Provo,Natural,,
4160,2/8/2014,Salt Lake,Skier,2',125'
4161,2/8/2014,Provo,Natural,,
4162,2/8/2014,Provo,Natural,,
4163,2/8/2014,Salt Lake,Skier,2',80'
4164,2/8/2014,Logan,Natural,,200'
4165,2/8/2014,Salt Lake,Skier,"14""",80'
4166,2/8/2014,Moab,Natural,2',450'
4167,2/8/2014,Provo,Natural,,175'
4168,2/8/2014,Skyline,Natural,3',250'
4169,2/8/2014,Provo,Natural,,700'
4170,2/8/2014,Logan,Natural,,
4171,2/8/2014,Provo,Natural,,100'
4172,2/8/2014,Salt Lake,Natural,"8""",40'
4173,2/8/2014,Provo,Unknown,"18""",
4174,2/8/2014,Salt Lake,Natural,,150'
4175,2/8/2014,Provo,,,
4176,2/8/2014,Salt Lake,Skier,2',50'
4177,2/7/2014,Salt Lake,Natural,"8""",100'
4178,2/7/2014,Salt Lake,Natural,"16""",70'
4179,2/7/2014,Salt Lake,Skier,"20""",100'
4180,2/6/2014,Salt Lake,Skier,"10""",40'
4181,2/6/2014,Salt Lake,Skier,"9""",50'
4182,2/5/2014,Salt Lake,Skier,,
4183,2/5/2014,Salt Lake,Snowboarder,"12""",30'
4184,2/5/2014,Salt Lake,Unknown,,70'
4185,2/5/2014,Salt Lake,Snowboarder,"8""",25'
4186,2/5/2014,Salt Lake,Skier,,
4187,2/5/2014,Salt Lake,Unknown,,100'
4188,2/5/2014,Salt Lake,Skier,"6""",20'
4189,2/4/2014,Moab,Natural,,35'
4190,2/4/2014,Moab,Natural,2',50'
4191,2/2/2014,Provo,Skier,3',100'
4192,2/2/2014,Salt Lake,,"9""",350'
4193,2/1/2014,Provo,Natural,"10""",25'
4194,2/1/2014,Logan,Natural,,250'
4195,1/31/2014,Salt Lake,Skier,"10""",30'
4196,1/31/2014,Salt Lake,Skier,"8""",200'
4197,1/31/2014,Salt Lake,Snowmobiler,"10""",100'
