,date,region,trigger,depth,width
3099,1/12/2017,Logan,Natural,6',"1,000'"
3100,1/12/2017,Salt Lake,Unknown,,
3101,1/11/2017,Skyline,Natural,,
3102,1/11/2017,Logan,Unknown,4',150'
3103,1/11/2017,Logan,Natural,4',"2,500'"
3104,1/11/2017,Ogden,Unknown,,
3105,1/11/2017,Ogden,Natural,,
3106,1/11/2017,Ogden,Natural,3.5',150'
3107,1/11/2017,Ogden,Natural,,"2,500'"
3108,1/11/2017,Uintas,Snowboarder,4',300'
3109,1/11/2017,Logan,Natural,,
3110,1/11/2017,Salt Lake,Natural,4',"2,500'"
3111,1/11/2017,Logan,Natural,3',"1,000'"
3112,1/11/2017,Skyline,Natural,,70'
3113,1/11/2017,Ogden,Natural,,"1,500'"
3114,1/10/2017,Skyline,Explosive,,125'
3115,1/10/2017,Skyline,Explosive,,200'
3116,1/10/2017,Salt Lake,Skier,"15""",80'
3117,1/10/2017,Salt Lake,Skier,"12""",150'
3118,1/10/2017,Skyline,Natural,2',150'
3119,1/10/2017,Uintas,Natural,6',700'
3120,1/9/2017,Skyline,Natural,,400'
3121,1/9/2017,Skyline,Natural,,500'
3122,1/9/2017,Salt Lake,Natural,,
3123,1/9/2017,Provo,,,
3124,1/9/2017,Logan,Natural,4',800'
3125,1/9/2017,Logan,,,
3126,1/9/2017,Salt Lake,Skier,"12""",150'
3127,1/9/2017,Salt Lake,Skier,"10""",100'
3128,1/9/2017,Skyline,Natural,2',200'
3129,1/8/2017,Skyline,Natural,"9""",125'
3130,1/8/2017,Skyline,Natural,"9""",125'
3131,1/8/2017,Ogden,Skier,"12""",100'
3132,1/8/2017,Salt Lake,Natural,"8""",100'
3133,1/8/2017,Salt Lake,Skier,"8""",80'
3134,1/8/2017,Salt Lake,Natural,"6""",40'
3135,1/7/2017,Provo,Natural,"12""",
3136,1/6/2017,Skyline,Skier,2',250'
3137,1/5/2017,Uintas,Skier,"18""",250'
3138,1/5/2017,Provo,Natural,3',700'
3139,1/5/2017,Salt Lake,Natural,2',300'
3140,1/5/2017,Salt Lake,Natural,3',300'
3141,1/5/2017,Skyline,Natural,,
3142,1/5/2017,Salt Lake,Natural,"18""",125'
3143,1/4/2017,Skyline,Natural,,
3144,1/4/2017,Logan,Unknown,"18""",175'
3145,1/4/2017,Logan,Natural,"20""",200'
3146,1/4/2017,Salt Lake,Natural,,
3147,1/4/2017,Skyline,Natural,,
3148,1/2/2017,Salt Lake,Skier,"12""",70'
3149,1/2/2017,Moab,Skier,"8""",60'
3150,1/2/2017,Salt Lake,Natural,"20""",200'
3151,12/31/2016,Skyline,Unknown,,150'
3152,12/29/2016,Salt Lake,Unknown,,100'
3153,12/28/2016,Ogden,Hiker,,15'
3154,12/28/2016,Skyline,Snowmobiler,,
3155,12/27/2016,Logan,Snowboarder,"12""",50'
3156,12/27/2016,Ogden,Snowboarder,"12""",40'
3157,12/27/2016,Ogden,Skier,"18""",50'
3158,12/27/2016,Ogden,Skier,"18""",80'
3159,12/27/2016,Logan,Skier,"20""",300'
3160,12/27/2016,Salt Lake,Skier,"16""",25'
3161,12/25/2016,Skyline,,,
3162,12/25/2016,Abajos,Natural,"18""",25'
3163,12/24/2016,Logan,Skier,,
3164,12/24/2016,Salt Lake,Snowboarder,2',30'
3165,12/24/2016,Salt Lake,Skier,"5""",20'
3166,12/24/2016,Salt Lake,Skier,"12""",250'
3167,12/20/2016,Salt Lake,Skier,,
3168,12/19/2016,Salt Lake,Skier,"3""",40'
3169,12/19/2016,Salt Lake,Snowboarder,,700'
3170,12/18/2016,Provo,Unknown,2',200'
3171,12/18/2016,Salt Lake,Unknown,3',300'
3172,12/17/2016,Salt Lake,Natural,2',300'
3173,12/16/2016,Uintas,Skier,4',40'
3174,12/16/2016,Logan,Unknown,"18""",80'
3175,12/16/2016,Logan,Natural,,
3176,12/16/2016,Moab,Natural,3.5',70'
3177,12/16/2016,Moab,Natural,3',300'
3178,12/16/2016,Moab,Natural,2.5',600'
3179,12/16/2016,Logan,Natural,,
3180,12/16/2016,Salt Lake,,,
3181,12/16/2016,Provo,Natural,,
3182,12/16/2016,Salt Lake,Natural,,150'
3183,12/16/2016,Salt Lake,Natural,4',500'
3184,12/15/2016,Salt Lake,Natural,"20""",60'
3185,12/15/2016,Salt Lake,Skier,"20""",70'
3186,12/15/2016,Uintas,Explosive,2',200'
3187,12/14/2016,Salt Lake,Skier,,
3188,12/14/2016,Salt Lake,Natural,"6""",200'
3189,12/14/2016,Salt Lake,Natural,"8""",
3190,12/14/2016,Salt Lake,Skier,"6""",175'
3191,12/14/2016,Salt Lake,Skier,"6""",60'
3192,12/14/2016,Salt Lake,Snowboarder,,20'
3193,12/13/2016,Salt Lake,Snowboarder,"8""",30'
3194,12/13/2016,Salt Lake,Skier,"14""",25'
3195,12/12/2016,Skyline,Natural,"18""",100'
3196,12/12/2016,Salt Lake,Snowboarder,2',30'
3197,12/11/2016,Salt Lake,Unknown,"12""",50'
3198,12/11/2016,Uintas,Skier,2.5',25'
3199,12/11/2016,Salt Lake,Natural,,150'
3200,12/11/2016,Provo,Natural,"20""",50'
3201,12/11/2016,Ogden,Natural,3.5',250'
3202,12/11/2016,Provo,Natural,"12""",30'
3203,12/10/2016,Salt Lake,Skier,"8""",50'
3204,12/10/2016,Logan,Natural,4',300'
3205,12/10/2016,Salt Lake,Snowboarder,2',50'
3206,12/10/2016,Provo,Natural,4.5',300'
3207,12/10/2016,Salt Lake,Skier,,50'
3208,12/10/2016,Uintas,Skier,"6""",15'
3209,12/10/2016,Logan,Natural,3',200'
3210,12/10/2016,Salt Lake,Skier,"4""",100'
3211,12/10/2016,Salt Lake,Natural,"8""",
3212,12/10/2016,Salt Lake,Skier,"10""",60'
3213,12/10/2016,Uintas,Natural,"16""","1,500'"
3214,12/10/2016,Uintas,Natural,"12""",600'
3215,12/9/2016,Salt Lake,Skier,"12""",50'
3216,12/9/2016,Salt Lake,Skier,"18""",20'
3217,12/9/2016,Uintas,Skier,"6""",80'
3218,12/8/2016,Salt Lake,Skier,"4""",50'
3219,12/4/2016,Logan,Skier,"9""",
3220,12/4/2016,Moab,Natural,"12""",35'
3221,11/30/2016,Salt Lake,Skier,2',35'
3222,11/30/2016,Salt Lake,Skier,2',45'
3223,11/28/2016,Logan,Natural,2',40'
3224,11/23/2016,Salt Lake,Natural,,
3225,11/23/2016,Salt Lake,Natural,,175'
3226,11/23/2016,Salt Lake,Natural,,
3227,11/22/2016,Salt Lake,Skier,"8""",150'
3228,6/6/2016,Uintas,Unknown,8',800'
3229,5/3/2016,Salt Lake,Skier,"8""",60'
3230,4/28/2016,Salt Lake,Skier,"5""",450'
3231,4/27/2016,Salt Lake,Skier,,300'
3232,4/27/2016,Salt Lake,Skier,"12""",300'
3233,4/27/2016,Salt Lake,,,
3234,4/27/2016,Salt Lake,Skier,,
3235,4/27/2016,Salt Lake,Skier,"4""",50'
3236,4/27/2016,Salt Lake,Skier,"12""",30'
3237,4/27/2016,Salt Lake,,,
3238,4/27/2016,Salt Lake,Snowboarder,"16""",300'
3239,4/27/2016,Salt Lake,Natural,"12""",
3240,4/26/2016,Salt Lake,Skier,,25'
3241,4/26/2016,Salt Lake,Natural,"14""",250'
3242,4/25/2016,Uintas,Snowmobiler,"6""",200'
3243,4/25/2016,Salt Lake,Snowboarder,"8""",20'
3244,4/25/2016,Salt Lake,Snowboarder,"3""",40'
3245,4/24/2016,Salt Lake,Skier,"10""",50'
3246,4/24/2016,Salt Lake,Skier,"6""",30'
3247,4/24/2016,Salt Lake,Skier,"9""",30'
3248,4/24/2016,Salt Lake,Skier,"16""",150'
3249,4/24/2016,Salt Lake,Skier,"10""",20'
3250,4/23/2016,Uintas,Natural,"12""",250'
3251,4/19/2016,Salt Lake,Unknown,,
3252,4/16/2016,Salt Lake,Skier,3',200'
3253,4/13/2016,Salt Lake,Natural,,300'
3254,4/12/2016,Logan,Natural,3',300'
3255,4/9/2016,Provo,Skier,"5""",100'
3256,4/7/2016,Salt Lake,Natural,5',150'
3257,4/4/2016,Logan,Natural,,80'
3258,4/3/2016,Provo,Natural,,
3259,4/2/2016,Provo,Natural,,
3260,4/1/2016,Logan,Natural,,70'
3261,4/1/2016,Salt Lake,Unknown,"4""",20'
3262,4/1/2016,Salt Lake,Skier,,30'
3263,4/1/2016,Salt Lake,Unknown,,
3264,4/1/2016,Salt Lake,Natural,,
3265,4/1/2016,Provo,Natural,,45'
3266,3/31/2016,Ogden,,,
3267,3/31/2016,Logan,,,
3268,3/30/2016,Logan,Snowboarder,"12""",40'
3269,3/30/2016,Provo,Skier,"7""",50'
3270,3/30/2016,Salt Lake,Skier,"16""",200'
3271,3/30/2016,Salt Lake,Skier,,
3272,3/30/2016,Uintas,Skier,"18""",100'
3273,3/29/2016,Moab,Natural,2.5',300'
3274,3/29/2016,Logan,Natural,"12""",300'
3275,3/29/2016,Salt Lake,,,
3276,3/29/2016,Salt Lake,Natural,"20""",60'
3277,3/29/2016,Salt Lake,Skier,2',200'
3278,3/29/2016,Salt Lake,Natural,,
3279,3/29/2016,Salt Lake,Skier,"12""",50'
3280,3/29/2016,Salt Lake,Skier,"8""",50'
3281,3/29/2016,Salt Lake,Natural,,
3282,3/29/2016,Salt Lake,Skier,"12""",100'
3283,3/29/2016,Salt Lake,Snowboarder,"12""",15'
3284,3/28/2016,Salt Lake,Skier,"8""",40'
3285,3/28/2016,Salt Lake,Skier,"7""",300'
3286,3/28/2016,Salt Lake,Natural,"8""",350'
3287,3/28/2016,Salt Lake,Natural,,
3288,3/26/2016,Salt Lake,Skier,,
3289,3/26/2016,Salt Lake,Unknown,,
3290,3/26/2016,,Hiker,,
3291,3/26/2016,Salt Lake,Natural,3.5',175'
3292,3/25/2016,Provo,Hiker,,
3293,3/24/2016,Moab,Skier,"12""",60'
3294,3/24/2016,Salt Lake,Snowboarder,,
3295,3/23/2016,Salt Lake,Skier,"6""",25'
3296,3/23/2016,Logan,Natural,"20""",80'
3297,3/23/2016,Salt Lake,Skier,"6""",40'
3298,3/20/2016,Logan,Natural,2',80'
3299,3/19/2016,Logan,Natural,3',400'
3300,3/19/2016,Salt Lake,Skier,"4""",15'
3301,3/19/2016,Salt Lake,Skier,,
3302,3/18/2016,Ogden,Skier,"14""",80'
3303,3/18/2016,Logan,Snowmobiler,2',80'
3304,3/18/2016,Salt Lake,Unknown,,
3305,3/18/2016,Logan,Snowmobiler,3',300'
3306,3/17/2016,Logan,Snowmobiler,3',200'
3307,3/17/2016,Logan,Natural,,80'
3308,3/17/2016,Salt Lake,,,
3309,3/17/2016,Salt Lake,Skier,"20""",150'
3310,3/17/2016,Logan,Snowmobiler,3',80'
3311,3/17/2016,Salt Lake,Natural,,250'
3312,3/16/2016,Salt Lake,Skier,"18""",150'
3313,3/16/2016,Salt Lake,Natural,2',500'
3314,3/15/2016,Salt Lake,Skier,"14""",50'
3315,3/15/2016,Salt Lake,Skier,"8""",30'
3316,3/15/2016,Salt Lake,Skier,"10""",40'
3317,3/15/2016,Salt Lake,Snowboarder,"4""",15'
3318,3/15/2016,Salt Lake,Skier,"18""",70'
3319,3/15/2016,Salt Lake,Skier,"8""",30'
3320,3/12/2016,Logan,Natural,"12""",45'
3321,3/10/2016,Logan,Natural,,100'
3322,3/10/2016,SE Idaho,Snowboarder,"6""",50'
3323,3/10/2016,Logan,Snowboarder,"12""",60'
3324,3/9/2016,Moab,Skier,"12""",60'
3325,3/9/2016,,Skier,"12""",40'
3326,3/9/2016,Salt Lake,Skier,"4""",80'
3327,3/6/2016,Logan,Natural,,45'
3328,3/5/2016,Salt Lake,Natural,,
3329,2/28/2016,Logan,Natural,,
3330,2/27/2016,Salt Lake,Skier,"6""",40'
3331,2/24/2016,Salt Lake,Unknown,3',100'
3332,2/23/2016,Salt Lake,Skier,"12""",25'
3333,2/23/2016,Salt Lake,Natural,,
3334,2/22/2016,Salt Lake,Natural,5',200'
3335,2/21/2016,Uintas,Snowmobiler,3.5',100'
3336,2/21/2016,Salt Lake,Natural,"4""",50'
3337,2/20/2016,Salt Lake,Natural,4',30'
3338,2/19/2016,Salt Lake,Natural,"6""",25'
3339,2/19/2016,Logan,Natural,,
3340,2/19/2016,Skyline,Snowmobiler,2.5',200'
3341,2/18/2016,Salt Lake,Natural,,
3342,2/18/2016,Salt Lake,Natural,2.5',150'
3343,2/18/2016,Skyline,Natural,"5""",20'
3344,2/18/2016,Salt Lake,Natural,,
3345,2/17/2016,Salt Lake,Natural,3',100'
3346,2/16/2016,Logan,Natural,2',80'
3347,2/15/2016,Salt Lake,Skier,2',50'
3348,2/15/2016,Logan,Natural,,50'
3349,2/15/2016,Logan,Natural,"18""",25'
3350,2/15/2016,Logan,Natural,"12""",20'
3351,2/15/2016,Ogden,Unknown,5',15'
3352,2/15/2016,Provo,Natural,,
3353,2/15/2016,Salt Lake,Skier,"6""",150'
3354,2/15/2016,Logan,Natural,,30'
3355,2/13/2016,Skyline,Snowmobiler,2',500'
3356,2/13/2016,,Unknown,2',60'
3357,2/13/2016,Moab,Snowboarder,"11""",45'
3358,2/13/2016,Skyline,Snowmobiler,"20""",400'
3359,2/13/2016,Uintas,Snowmobiler,2.5',250'
3360,2/10/2016,,Natural,,
3361,2/8/2016,Logan,Natural,,40'
3362,2/8/2016,Logan,Natural,,
3363,2/7/2016,Provo,,,
3364,2/7/2016,Salt Lake,Natural,,40'
3365,2/7/2016,SE Idaho,Natural,,250'
3366,2/6/2016,Skyline,Snowmobiler,3',125'
3367,2/5/2016,Salt Lake,Skier,"5""",35'
3368,2/5/2016,Uintas,Skier,2.5',70'
3369,2/5/2016,Salt Lake,Natural,,50'
3370,2/3/2016,Skyline,Skier,"20""",100'
3371,2/2/2016,Salt Lake,Skier,3',80'
3372,2/2/2016,Provo,Natural,"18""",150'
3373,2/1/2016,Logan,Natural,4',175'
3374,2/1/2016,Salt Lake,Natural,2',100'
3375,2/1/2016,Uintas,Natural,2.5',50'
3376,1/31/2016,Salt Lake,Skier,3',45'
3377,1/31/2016,Logan,Snowboarder,"7""",50'
3378,1/30/2016,Logan,Snowshoer,"14""",15'
3379,1/30/2016,Logan,Natural,,200'
3380,1/30/2016,Moab,Skier,"9""",25'
3381,1/30/2016,Logan,Natural,,
3382,1/29/2016,Provo,Unknown,,
3383,1/27/2016,Ogden,,,
3384,1/27/2016,Salt Lake,Snowboarder,"8""",40'
3385,1/27/2016,Logan,Skier,"11""",40'
3386,1/27/2016,Salt Lake,,,175'
3387,1/27/2016,Uintas,Snowmobiler,10',125'
3388,1/26/2016,Salt Lake,Skier,2.5',250'
3389,1/26/2016,Provo,Natural,3',600'
3390,1/26/2016,Salt Lake,Skier,"21""",80'
3391,1/26/2016,Salt Lake,Skier,"17""",70'
3392,1/26/2016,Salt Lake,Skier,2.5',60'
3393,1/26/2016,Skyline,Snowmobiler,4',350'
3394,1/26/2016,Salt Lake,Natural,,150'
3395,1/26/2016,Salt Lake,Natural,,125'
3396,1/26/2016,Ogden,Snowboarder,"8""",20'
3397,1/26/2016,Salt Lake,Skier,4.5',30'
3398,1/25/2016,Logan,Natural,"14""",80'
3399,1/25/2016,Uintas,Snowmobiler,7',500'
3400,1/25/2016,Salt Lake,Unknown,,500'
3401,1/25/2016,Salt Lake,Natural,"15""",125'
3402,1/25/2016,Salt Lake,Natural,2.5',250'
3403,1/25/2016,Uintas,Natural,2',
3404,1/24/2016,Salt Lake,Natural,,800'
3405,1/24/2016,Skyline,Natural,3',700'
3406,1/24/2016,Salt Lake,,,
3407,1/24/2016,Salt Lake,Skier,"10""",80'
3408,1/24/2016,Salt Lake,Natural,3',600'
3409,1/24/2016,Salt Lake,Natural,2',"1,000'"
3410,1/24/2016,Salt Lake,Natural,,
3411,1/23/2016,Logan,Snowmobiler,2.5',300'
3412,1/22/2016,Uintas,Skier,,
3413,1/22/2016,Salt Lake,Unknown,,250'
3414,1/22/2016,Salt Lake,Skier,"2""",100'
3415,1/22/2016,Salt Lake,Natural,,20'
3416,1/21/2016,Skyline,Snowmobiler,4',
3417,1/21/2016,Southwest,,4',200'
3418,1/21/2016,Salt Lake,Skier,"18""",600'
3419,1/21/2016,Provo,Snowmobiler,"18""",150'
3420,1/21/2016,Logan,Snowmobiler,3',600'
3421,1/21/2016,Logan,Snowmobiler,4',50'
3422,1/21/2016,Logan,Snow Bike,4.5',70'
3423,1/21/2016,SE Idaho,Natural,"2""","1,500'"
3424,1/21/2016,Provo,Explosive,,
3425,1/21/2016,Provo,Explosive,,"1,000'"
3426,1/21/2016,Provo,Snowmobiler,"21""",200'
3427,1/20/2016,Salt Lake,Natural,,"2,500'"
3428,1/20/2016,Salt Lake,Natural,3.5',
3429,1/20/2016,Salt Lake,Skier,,
3430,1/20/2016,Salt Lake,Explosive,,
3431,1/20/2016,Salt Lake,Skier,"8""",200'
3432,1/20/2016,Salt Lake,Natural,,
3433,1/20/2016,Logan,Natural,,
3434,1/20/2016,Salt Lake,Skier,"16""",30'
3435,1/20/2016,Uintas,Skier,"6""",25'
3436,1/20/2016,Provo,Natural,,
3437,1/20/2016,Salt Lake,Natural,"10""",300'
3438,1/20/2016,Skyline,Natural,2.5',125'
3439,1/20/2016,Salt Lake,,,
3440,1/20/2016,Salt Lake,Skier,"8""",90'
3441,1/20/2016,Salt Lake,Natural,"12""",175'
3442,1/20/2016,Salt Lake,Natural,,150'
3443,1/20/2016,Salt Lake,Natural,3',700'
3444,1/20/2016,Logan,Natural,,600'
3445,1/20/2016,Salt Lake,Natural,,50'
3446,1/20/2016,Salt Lake,Natural,2',400'
3447,1/20/2016,Salt Lake,Natural,,70'
3448,1/20/2016,Salt Lake,Natural,,
3449,1/20/2016,Salt Lake,Skier,,
3450,1/20/2016,Salt Lake,Natural,"14""",600'
3451,1/20/2016,Salt Lake,Skier,"13""",400'
3452,1/20/2016,Salt Lake,Natural,2',175'
3453,1/20/2016,Salt Lake,Natural,,
3454,1/20/2016,Salt Lake,Explosive,5.5',
3455,1/19/2016,Salt Lake,Skier,"20""",70'
3456,1/19/2016,Provo,Skier,"18""",250'
3457,1/19/2016,Salt Lake,Skier,2',80'
3458,1/19/2016,Salt Lake,Unknown,2',60'
3459,1/19/2016,Logan,Snowmobiler,4',600'
3460,1/19/2016,Logan,Snowmobiler,2',150'
3461,1/19/2016,Salt Lake,Snowboarder,"12""",60'
3462,1/19/2016,Logan,Skier,3',100'
3463,1/19/2016,Logan,Snowmobiler,2.5',175'
3464,1/19/2016,Salt Lake,Snowboarder,"18""",100'
3465,1/19/2016,Logan,Natural,4',
3466,1/19/2016,Salt Lake,Skier,2.5',100'
3467,1/18/2016,Provo,Natural,"18""",200'
3468,1/18/2016,Salt Lake,Skier,,150'
3469,1/18/2016,Skyline,Snowmobiler,,
3470,1/18/2016,Logan,Unknown,"15""",70'
3471,1/18/2016,Salt Lake,Natural,2',150'
3472,1/18/2016,Salt Lake,Unknown,2',30'
3473,1/18/2016,Salt Lake,Natural,,
3474,1/17/2016,Salt Lake,Skier,4',100'
3475,1/17/2016,Logan,Skier,"15""",30'
3476,1/17/2016,Provo,Snowmobiler,2',400'
3477,1/17/2016,Ogden,Natural,,20'
3478,1/16/2016,Salt Lake,Skier,"20""",100'
3479,1/16/2016,Ogden,Skier,"12""",70'
3480,1/16/2016,Salt Lake,Natural,"12""",30'
3481,1/16/2016,Logan,Snowboarder,2',200'
3482,1/16/2016,Salt Lake,Unknown,2',125'
3483,1/16/2016,Salt Lake,Skier,"15""",45'
3484,1/15/2016,Salt Lake,Skier,"18""",40'
3485,1/13/2016,Salt Lake,Natural,"10""",40'
3486,1/13/2016,Salt Lake,Natural,,
3487,1/12/2016,Salt Lake,Natural,"6""",50'
3488,1/11/2016,Salt Lake,Skier,"14""",100'
3489,1/11/2016,Salt Lake,Skier,,150'
3490,1/11/2016,Logan,,,
3491,1/10/2016,Salt Lake,Skier,,200'
3492,1/10/2016,Salt Lake,,,
3493,1/10/2016,Salt Lake,Skier,"1""",40'
3494,1/10/2016,Salt Lake,Skier,"10""",20'
3495,1/10/2016,Salt Lake,Skier,"13""",
3496,1/9/2016,Salt Lake,Snowboarder,"12""",30'
3497,1/9/2016,Salt Lake,Skier,"12""",40'
3498,1/8/2016,,Unknown,,
3499,1/8/2016,Salt Lake,Natural,"10""",
3500,1/8/2016,Uintas,Skier,"14""",30'
3501,1/8/2016,Salt Lake,Natural,"20""",60'
3502,1/7/2016,Salt Lake,Skier,"6""",50'
3503,1/7/2016,Salt Lake,Skier,2.5',50'
3504,1/7/2016,Salt Lake,Skier,"12""",50'
3505,1/2/2016,Salt Lake,Skier,8',200'
3506,1/1/2016,Provo,Skier,2',35'
3507,1/1/2016,Salt Lake,Skier,"6""",
3508,1/1/2016,Logan,Natural,"12""",80'
3509,1/1/2016,Provo,,,
3510,1/1/2016,Salt Lake,Natural,,
3511,1/1/2016,Salt Lake,,,
3512,1/1/2016,Salt Lake,,,
3513,1/1/2016,Salt Lake,Unknown,3',250'
3514,1/1/2016,Salt Lake,,,
3515,1/1/2016,Provo,,,
3516,1/1/2016,Skyline,,,
3517,1/1/2016,Logan,Skier,"12""",50'
3518,1/1/2016,Salt Lake,Unknown,,500'
3519,1/1/2016,Provo,Skier,"18""",40'
3520,1/1/2016,Salt Lake,Skier,"5""",50'
3521,1/1/2016,Salt Lake,Skier,,500'
3522,12/31/2015,SE Idaho,Snowmobiler,2',"1,500'"
3523,12/31/2015,SE Idaho,Snowmobiler,2',450'
3524,12/31/2015,Logan,Unknown,,
3525,12/29/2015,Provo,,,
3526,12/28/2015,Uintas,Unknown,3',
3527,12/26/2015,Moab,Natural,2.5',70'
3528,12/26/2015,Moab,Natural,2.5',80'
3529,12/26/2015,Uintas,Snowmobiler,2',200'
3530,12/26/2015,Moab,Natural,2.5',60'
3531,12/26/2015,Salt Lake,Skier,5',175'
3532,12/26/2015,Uintas,Snowmobiler,7',200'
3533,12/26/2015,Moab,Natural,2.5',100'
3534,12/26/2015,Moab,Natural,6',200'
3535,12/26/2015,Moab,Natural,3',300'
3536,12/26/2015,Moab,Natural,3',150'
3537,12/25/2015,Skyline,Natural,,"3,500'"
3538,12/25/2015,Skyline,Natural,,
3539,12/25/2015,Salt Lake,Natural,3.5',
3540,12/25/2015,Skyline,Natural,,"3,500'"
3541,12/25/2015,Salt Lake,Unknown,3.5',250'
3542,12/24/2015,Salt Lake,Natural,2.5',150'
3543,12/24/2015,Salt Lake,Natural,,
3544,12/24/2015,Salt Lake,Natural,,
3545,12/24/2015,Uintas,Snowmobiler,,200'
3546,12/24/2015,Logan,Natural,3',800'
3547,12/24/2015,Uintas,Snowmobiler,4.5',350'
3548,12/24/2015,Logan,Unknown,4',800'
3549,12/24/2015,Logan,Unknown,3',"1,000'"
3550,12/24/2015,Salt Lake,Explosive,,
3551,12/23/2015,Salt Lake,Natural,,
3552,12/23/2015,Salt Lake,,3.5',700'
3553,12/23/2015,Salt Lake,,,
3554,12/23/2015,Provo,Natural,6',200'
3555,12/23/2015,Uintas,Natural,,100'
3556,12/23/2015,Salt Lake,Natural,,
3557,12/23/2015,Salt Lake,Unknown,,350'
3558,12/23/2015,Salt Lake,Natural,3',100'
3559,12/23/2015,Salt Lake,Natural,,250'
3560,12/23/2015,Salt Lake,Natural,"5""",
3561,12/23/2015,Ogden,Natural,,
3562,12/23/2015,Salt Lake,Natural,3',300'
3563,12/23/2015,Provo,Natural,,125'
3564,12/23/2015,Salt Lake,Natural,4',60'
3565,12/23/2015,Provo,Natural,,
3566,12/23/2015,Salt Lake,,,
3567,12/23/2015,Logan,Natural,3',400'
3568,12/23/2015,Salt Lake,Natural,3',250'
3569,12/23/2015,Salt Lake,Natural,4',"1,000'"
3570,12/23/2015,Salt Lake,Natural,2',600'
3571,12/23/2015,Provo,Natural,4',"1,500'"
3572,12/23/2015,Salt Lake,,,
3573,12/23/2015,Salt Lake,Unknown,2.5',500'
3574,12/23/2015,Salt Lake,Natural,,800'
3575,12/23/2015,Salt Lake,Natural,,
3576,12/23/2015,Moab,Natural,3',500'
3577,12/23/2015,Salt Lake,Natural,,
3578,12/23/2015,Skyline,Natural,,
3579,12/23/2015,Salt Lake,Natural,,
3580,12/23/2015,Salt Lake,Natural,4',80'
3581,12/23/2015,Uintas,,3',200'
3582,12/23/2015,Salt Lake,Natural,7',100'
3583,12/23/2015,Salt Lake,Natural,,
3584,12/23/2015,Provo,Natural,,
3585,12/23/2015,Salt Lake,Natural,3',200'
3586,12/23/2015,Salt Lake,Natural,,
3587,12/23/2015,Uintas,Skier,"16""",80'
3588,12/23/2015,Ogden,Natural,4',
3589,12/23/2015,Salt Lake,Natural,3',100'
3590,12/23/2015,Salt Lake,Natural,,
3591,12/23/2015,,,,
3592,12/23/2015,Salt Lake,Natural,,150'
3593,12/22/2015,Salt Lake,Unknown,2',150'
3594,12/22/2015,Uintas,Skier,3.5',"1,500'"
3595,12/22/2015,Salt Lake,Skier,2',50'
3596,12/22/2015,Provo,Natural,,
3597,12/22/2015,Salt Lake,Natural,2.5',100'
3598,12/22/2015,Salt Lake,Skier,3.5',40'
3599,12/22/2015,Skyline,Natural,,"1,500'"
3600,12/22/2015,Skyline,Natural,,
3601,12/22/2015,Uintas,Natural,"2""",350'
3602,12/21/2015,Salt Lake,Natural,"12""",60'
3603,12/21/2015,Salt Lake,Natural,"12""",35'
3604,12/21/2015,Ogden,Natural,,5'
3605,12/21/2015,Salt Lake,Snowboarder,2',30'
3606,12/21/2015,Skyline,Natural,,
3607,12/20/2015,Logan,Skier,5',175'
3608,12/19/2015,Logan,Snowboarder,"18""",150'
3609,12/19/2015,Skyline,Snowmobiler,4',300'
3610,12/17/2015,Salt Lake,Natural,2.5',200'
3611,12/17/2015,Uintas,Skier,"18""",60'
3612,12/17/2015,Skyline,Natural,3.5',400'
3613,12/17/2015,Salt Lake,Skier,3',100'
3614,12/17/2015,Skyline,Natural,,
3615,12/17/2015,Salt Lake,Skier,4',"1,000'"
3616,12/17/2015,Skyline,Natural,,
3617,12/17/2015,Salt Lake,Snowboarder,3.5',200'
3618,12/17/2015,Salt Lake,Skier,2',125'
3619,12/17/2015,Salt Lake,Natural,,
3620,12/17/2015,Salt Lake,Natural,"3""",200'
3621,12/17/2015,Salt Lake,Natural,,
3622,12/17/2015,Skyline,Natural,,
3623,12/17/2015,Uintas,Natural,3',300'
3624,12/17/2015,Uintas,Snowmobiler,4',175'
3625,12/17/2015,Provo,Natural,2.5',"1,500'"
3626,12/16/2015,Uintas,Skier,"16""",30'
3627,12/15/2015,Moab,Natural,2',100'
3628,12/14/2015,Salt Lake,Unknown,"12""",50'
3629,12/12/2015,Moab,Skier,"12""",50'
3630,12/12/2015,Salt Lake,Skier,"8""",60'
3631,12/6/2015,Salt Lake,Snowshoer,"10""",50'
3632,12/6/2015,Salt Lake,Skier,"8""",20'
3633,11/30/2015,Skyline,,"1""",15'
3634,11/26/2015,Southwest,Snowboarder,5',
3635,11/25/2015,Uintas,Natural,2',100'
3636,11/20/2015,Logan,Skier,"12""",200'
3637,11/20/2015,Logan,Natural,"11""",200'
3638,11/20/2015,Logan,Natural,,
3639,11/20/2015,Logan,Natural,"12""",50'
3640,11/16/2015,Salt Lake,Skier,"8""",150'
3641,11/11/2015,Salt Lake,Skier,"8""",20'
3642,11/11/2015,Salt Lake,Skier,"15""",60'
3643,11/11/2015,Salt Lake,Skier,"6""",15'
3644,11/11/2015,Salt Lake,Unknown,"7""",30'
3645,5/17/2015,Salt Lake,Skier,,30'
3646,5/17/2015,Salt Lake,Snowboarder,"6""",15'
3647,5/17/2015,Salt Lake,,,
3648,5/10/2015,Salt Lake,Skier,,
3649,5/4/2015,Salt Lake,Natural,,100'
3650,5/3/2015,Salt Lake,Skier,"6""",30'
